"Accession_title","UID","Species","Length","Location"
"HQ428115Barbicambarus cornutus isolate 252 cytochrome oxidase subunit I (cox1) gene, partial cds; mitochondrial","311977056","Barbicambarus cornutus","630","252"
"KC499604Procambarus clarkii isolate 25 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","451752968","Procambarus clarkii","688","25|China: Haihe River"
"KC499603Procambarus clarkii isolate 24 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","451752966","Procambarus clarkii","682","24|China: Haihe River"
"KC499602Procambarus clarkii isolate 23 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","451752964","Procambarus clarkii","685","23|China: Haihe River"
"KC499601Procambarus clarkii isolate 22 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","451752962","Procambarus clarkii","689","22|China: Haihe River"
"KC499600Procambarus clarkii isolate 21 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","451752960","Procambarus clarkii","683","21|China: Haihe River"
"KC499599Procambarus clarkii isolate 20 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","451752958","Procambarus clarkii","686","20|China: Haihe River"
"KC499598Procambarus clarkii isolate 19 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","451752956","Procambarus clarkii","683","19|China: Haihe River"
"KC499597Procambarus clarkii isolate 18 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","451752954","Procambarus clarkii","681","18|China: Haihe River"
"KC499596Procambarus clarkii isolate 17 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","451752952","Procambarus clarkii","684","17|China: Haihe River"
"KC499595Procambarus clarkii isolate 16 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","451752950","Procambarus clarkii","689","16|China: Haihe River"
"KC499594Procambarus clarkii isolate 15 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","451752948","Procambarus clarkii","684","15|China: Haihe River"
"KC499593Procambarus clarkii isolate 14 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","451752946","Procambarus clarkii","691","14|China: Haihe River"
"KC499592Procambarus clarkii isolate 13 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","451752944","Procambarus clarkii","694","13|China: Haihe River"
"KC499591Procambarus clarkii isolate 12 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","451752942","Procambarus clarkii","671","12|China: Haihe River"
"KC499590Procambarus clarkii isolate 11 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","451752940","Procambarus clarkii","680","11|China: Haihe River"
"KC499589Procambarus clarkii isolate 10 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","451752938","Procambarus clarkii","686","10|China: Haihe River"
"KC499588Procambarus clarkii isolate 9 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","451752936","Procambarus clarkii","688","9|China: Haihe River"
"KC499587Procambarus clarkii isolate 8 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","451752934","Procambarus clarkii","684","8|China: Haihe River"
"KC499586Procambarus clarkii isolate 7 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","451752932","Procambarus clarkii","679","7|China: Haihe River"
"KC499585Procambarus clarkii isolate 6 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","451752930","Procambarus clarkii","685","6|China: Haihe River"
"KC499584Procambarus clarkii isolate 5 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","451752928","Procambarus clarkii","681","5|China: Haihe River"
"KC499583Procambarus clarkii isolate 4 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","451752926","Procambarus clarkii","689","4|China: Haihe River"
"KC499582Procambarus clarkii isolate 3 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","451752924","Procambarus clarkii","685","3|China: Haihe River"
"KC499581Procambarus clarkii isolate 2 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","451752922","Procambarus clarkii","690","2|China: Haihe River"
"KC499580Procambarus clarkii isolate 1 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","451752920","Procambarus clarkii","684","1|China: Haihe River"
"JX127971Procambarus clarkii isolate PopMuz cytochrome oxidase c subunit I (cox1) gene, partial cds; mitochondrial","426203520","Procambarus clarkii","1527","PopMuz|Eukaryota; Metazoa; Arthropoda; Crustacea; Malacostraca; Eumalacostraca; Eucarida; Decapoda; Pleocyemata; Astacidea; Astacoidea; Cambaridae; Procambarus."
"JX120108Procambarus clarkii haplotype Hap_C6 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","395629587","Procambarus clarkii","637","Hap_C6|found in samples collected from the USA"
"JX120107Procambarus clarkii haplotype Hap_C5 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","395629585","Procambarus clarkii","637","Hap_C5|found in samples collected from the USA"
"JX120106Procambarus clarkii haplotype Hap_C4 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","395629583","Procambarus clarkii","637","Hap_C4|found in samples collected from the USA"
"JX120105Procambarus clarkii haplotype Hap_C3 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","395629581","Procambarus clarkii","637","Hap_C3|found in samples collected from the USA"
"JX120104Procambarus clarkii haplotype Hap_C2 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","395629579","Procambarus clarkii","637","Hap_C2|identical sequence found in samples collected from China and Japan"
"JX120103Procambarus clarkii haplotype Hap_C1 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","395629577","Procambarus clarkii","637","Hap_C1|identical sequence found in samples collected from China and Japan"
"JN991197Procambarus clarkii mitochondrion, complete genome","359466134","Procambarus clarkii","15928",NA
"KT717622UNVERIFIED: Procambarus clarkii haplotype 44 cytochrome oxidase subunit I-like (COI) gene, partial sequence; mitochondrial","1015468221","UNVERIFIED: Procambarus","536","44|China: Xuyi, Huaihe River"
"KT717621UNVERIFIED: Procambarus clarkii haplotype 43 cytochrome oxidase subunit I-like (COI) gene, partial sequence; mitochondrial","1015468220","UNVERIFIED: Procambarus","535","43|China: Bengbu, Huaihe River"
"KT717620UNVERIFIED: Procambarus clarkii haplotype 42 cytochrome oxidase subunit I-like (COI) gene, partial sequence; mitochondrial","1015468219","UNVERIFIED: Procambarus","536","42|China: Xiaogan, Yangtze River"
"KT717619UNVERIFIED: Procambarus clarkii haplotype 41 cytochrome oxidase subunit I-like (COI) gene, partial sequence; mitochondrial","1015468218","UNVERIFIED: Procambarus","535","41|China: Xiaogan, Yangtze River"
"KT717618UNVERIFIED: Procambarus clarkii haplotype 40 cytochrome oxidase subunit I-like (COI) gene, partial sequence; mitochondrial","1015468217","UNVERIFIED: Procambarus","529","40|China: Xiaogan, Yangtze River"
"KT717617UNVERIFIED: Procambarus clarkii haplotype 39 cytochrome oxidase subunit I-like (COI) gene, partial sequence; mitochondrial","1015468216","UNVERIFIED: Procambarus","536","39|China: Yingshang, Huaihe River"
"KT717616UNVERIFIED: Procambarus clarkii haplotype 38 cytochrome oxidase subunit I-like (COI) gene, partial sequence; mitochondrial","1015468215","UNVERIFIED: Procambarus","536","38|China: Dalian, Yellow River"
"KT717615UNVERIFIED: Procambarus clarkii haplotype 37 cytochrome oxidase subunit I-like (COI) gene, partial sequence; mitochondrial","1015468214","UNVERIFIED: Procambarus","536","37|China: Dalian, Yellow River"
"KT717614UNVERIFIED: Procambarus clarkii haplotype 36 cytochrome oxidase subunit I-like (COI) gene, partial sequence; mitochondrial","1015468213","UNVERIFIED: Procambarus","535","36|China: Dalian, Yellow River"
"KT717613UNVERIFIED: Procambarus clarkii haplotype 35 cytochrome oxidase subunit I-like (COI) gene, partial sequence; mitochondrial","1015468212","UNVERIFIED: Procambarus","536","35|China: Xiaogan, Yangtze River"
"KT717612UNVERIFIED: Procambarus clarkii haplotype 34 cytochrome oxidase subunit I-like (COI) gene, partial sequence; mitochondrial","1015468211","UNVERIFIED: Procambarus","536","34|China: Xian'an River"
"KT717611UNVERIFIED: Procambarus clarkii haplotype 33 cytochrome oxidase subunit I-like (COI) gene, partial sequence; mitochondrial","1015468210","UNVERIFIED: Procambarus","536","33|China: Xian'an River"
"KT717610UNVERIFIED: Procambarus clarkii haplotype 32 cytochrome oxidase subunit I-like (COI) gene, partial sequence; mitochondrial","1015468209","UNVERIFIED: Procambarus","536","32|China: Xian'an River"
"KT717609UNVERIFIED: Procambarus clarkii haplotype 31 cytochrome oxidase subunit I-like (COI) gene, partial sequence; mitochondrial","1015468208","UNVERIFIED: Procambarus","536","31|China: Linhua, Huaihe River"
"KT717608UNVERIFIED: Procambarus clarkii haplotype 30 cytochrome oxidase subunit I-like (COI) gene, partial sequence; mitochondrial","1015468207","UNVERIFIED: Procambarus","536","30|China: Linhua, Huaihe River"
"KT717607UNVERIFIED: Procambarus clarkii haplotype 29 cytochrome oxidase subunit I-like (COI) gene, partial sequence; mitochondrial","1015468206","UNVERIFIED: Procambarus","536","29|China: Jingzhou, Yangtze River"
"KT717606UNVERIFIED: Procambarus clarkii haplotype 28 cytochrome oxidase subunit I-like (COI) gene, partial sequence; mitochondrial","1015468205","UNVERIFIED: Procambarus","536","28|China: Jinhzhou, Yangtze River"
"KT717605UNVERIFIED: Procambarus clarkii haplotype 27 cytochrome oxidase subunit I-like (COI) gene, partial sequence; mitochondrial","1015468204","UNVERIFIED: Procambarus","536","27|China: Nanjing, Yangtze River"
"KT717604UNVERIFIED: Procambarus clarkii haplotype 26 cytochrome oxidase subunit I-like (COI) gene, partial sequence; mitochondrial","1015468203","UNVERIFIED: Procambarus","536","26|China: Poyang Lake, Yangtze River"
"KT717603UNVERIFIED: Procambarus clarkii haplotype 25 cytochrome oxidase subunit I-like (COI) gene, partial sequence; mitochondrial","1015468202","UNVERIFIED: Procambarus","536","25|China: Poyang Lake, Yangtze River"
"KT717602UNVERIFIED: Procambarus clarkii haplotype 24 cytochrome oxidase subunit I-like (COI) gene, partial sequence; mitochondrial","1015468201","UNVERIFIED: Procambarus","536","24|China: Poyang Lake, Yangtze River"
"KT717601UNVERIFIED: Procambarus clarkii haplotype 23 cytochrome oxidase subunit I-like (COI) gene, partial sequence; mitochondrial","1015468200","UNVERIFIED: Procambarus","536","23|China: Poyang Lake, Yangtze River"
"KT717600UNVERIFIED: Procambarus clarkii haplotype 22 cytochrome oxidase subunit I-like (COI) gene, partial sequence; mitochondrial","1015468199","UNVERIFIED: Procambarus","536","22|China: Poyang Lake, Yangtze River"
"KT717599UNVERIFIED: Procambarus clarkii haplotype 21 cytochrome oxidase subunit I-like (COI) gene, partial sequence; mitochondrial","1015468198","UNVERIFIED: Procambarus","536","21|China: Poyang Lake, Yangtze River"
"KT717598UNVERIFIED: Procambarus clarkii haplotype 20 cytochrome oxidase subunit I-like (COI) gene, partial sequence; mitochondrial","1015468197","UNVERIFIED: Procambarus","536","20|Taiwan"
"KT717597UNVERIFIED: Procambarus clarkii haplotype 19 cytochrome oxidase subunit I-like (COI) gene, partial sequence; mitochondrial","1015468196","UNVERIFIED: Procambarus","536","19|China: Wabo Lke, Huaihe River"
"KT717596UNVERIFIED: Procambarus clarkii haplotype 18 cytochrome oxidase subunit I-like (COI) gene, partial sequence; mitochondrial","1015468195","UNVERIFIED: Procambarus","536","18|China: Caohu Lake, Yangtze River"
"KT717595UNVERIFIED: Procambarus clarkii haplotype 17 cytochrome oxidase subunit I-like (COI) gene, partial sequence; mitochondrial","1015468194","UNVERIFIED: Procambarus","536","17|China: Dalian, Yellow River"
"KT717594UNVERIFIED: Procambarus clarkii haplotype 16 cytochrome oxidase subunit I-like (COI) gene, partial sequence; mitochondrial","1015468193","UNVERIFIED: Procambarus","536","16|China: Dalian, Yellow River"
"KT717593UNVERIFIED: Procambarus clarkii haplotype 15 cytochrome oxidase subunit I-like (COI) gene, partial sequence; mitochondrial","1015468192","UNVERIFIED: Procambarus","535","15|China: Dalian, Yellow River"
"KT717592UNVERIFIED: Procambarus clarkii haplotype 14 cytochrome oxidase subunit I-like (COI) gene, partial sequence; mitochondrial","1015468191","UNVERIFIED: Procambarus","536","14|China: Dalian, Yellow River"
"KT717591UNVERIFIED: Procambarus clarkii haplotype 13 cytochrome oxidase subunit I-like (COI) gene, partial sequence; mitochondrial","1015468190","UNVERIFIED: Procambarus","536","13|China: Gan'an, Huaihe River"
"KT717590UNVERIFIED: Procambarus clarkii haplotype 12 cytochrome oxidase subunit I-like (COI) gene, partial sequence; mitochondrial","1015468189","UNVERIFIED: Procambarus","535","12|China: Poyang Lake, Yangtze River"
"KT717589UNVERIFIED: Procambarus clarkii haplotype 11 cytochrome oxidase subunit I-like (COI) gene, partial sequence; mitochondrial","1015468188","UNVERIFIED: Procambarus","536","11|China: Poyang Lake, Yangtze River"
"KT717588UNVERIFIED: Procambarus clarkii haplotype 10 cytochrome oxidase subunit I-like (COI) gene, partial sequence; mitochondrial","1015468187","UNVERIFIED: Procambarus","536","10|China: Poyang Lake, Yangtze River"
"KT717587UNVERIFIED: Procambarus clarkii haplotype 9 cytochrome oxidase subunit I-like (COI) gene, partial sequence; mitochondrial","1015468186","UNVERIFIED: Procambarus","536","9|China: Poyang Lake, Yangtze River"
"KT717586UNVERIFIED: Procambarus clarkii haplotype 8 cytochrome oxidase subunit I-like (COI) gene, partial sequence; mitochondrial","1015468185","UNVERIFIED: Procambarus","496","8|China: Poyang Lake, Yangtze River"
"KT717585UNVERIFIED: Procambarus clarkii haplotype 7 cytochrome oxidase subunit I-like (COI) gene, partial sequence; mitochondrial","1015468184","UNVERIFIED: Procambarus","536","7|China: Dongying, Yellow River"
"KT717584UNVERIFIED: Procambarus clarkii haplotype 6 cytochrome oxidase subunit I-like (COI) gene, partial sequence; mitochondrial","1015468183","UNVERIFIED: Procambarus","536","6|China: Linhuai town, Huaihe River"
"KT717583UNVERIFIED: Procambarus clarkii haplotype 5 cytochrome oxidase subunit I-like (COI) gene, partial sequence; mitochondrial","1015468182","UNVERIFIED: Procambarus","536","5|China: Gan'an, Huaihe River"
"KT717582UNVERIFIED: Procambarus clarkii haplotype 4 cytochrome oxidase subunit I-like (COI) gene, partial sequence; mitochondrial","1015468181","UNVERIFIED: Procambarus","536","4|China: Dongting Lake, Yangtze River"
"KT717581UNVERIFIED: Procambarus clarkii haplotype 3 cytochrome oxidase subunit I-like (COI) gene, partial sequence; mitochondrial","1015468180","UNVERIFIED: Procambarus","536","3|China: Jingzhou, Yangtze River"
"KT717580UNVERIFIED: Procambarus clarkii haplotype 2 cytochrome oxidase subunit I-like (COI) gene, partial sequence; mitochondrial","1015468179","UNVERIFIED: Procambarus","536","2|China: Huaibin, Huaihe River"
"KT717579UNVERIFIED: Procambarus clarkii haplotype 1 cytochrome oxidase subunit I-like (COI) gene, partial sequence; mitochondrial","1015468178","UNVERIFIED: Procambarus","535","1|China: Huaibin, Huaihe River"
"MW266806Procambarus cuevachicae voucher CPL2425_cox cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1933739097","Procambarus cuevachicae","638","CPL2425_cox"
"MW266805Procambarus cuevachicae voucher CPL2424_cox cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1933739094","Procambarus cuevachicae","623","CPL2424_cox"
"MW266806Procambarus cuevachicae voucher CPL2425_cox cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1933739097","Procambarus cuevachicae","638","CPL2425_cox"
"MW266805Procambarus cuevachicae voucher CPL2424_cox cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1933739094","Procambarus cuevachicae","623","CPL2424_cox"
"MW266806Procambarus cuevachicae voucher CPL2425_cox cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1933739097","Procambarus cuevachicae","638","CPL2425_cox"
"MW266805Procambarus cuevachicae voucher CPL2424_cox cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1933739094","Procambarus cuevachicae","623","CPL2424_cox"
"MW266813Procambarus digueti voucher CPLC12_cox cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1933739118","Procambarus digueti","621","CPLC12_cox"
"NC_070242Procambarus dupratzi mitochondrion, complete genome","2431524463","Procambarus dupratzi","15000",NA
"OP643901Procambarus dupratzi mitochondrion, complete genome","2419445339","Procambarus dupratzi","15000",NA
"NC_070242Procambarus dupratzi mitochondrion, complete genome","2431524463","Procambarus dupratzi","15000",NA
"OP643901Procambarus dupratzi mitochondrion, complete genome","2419445339","Procambarus dupratzi","15000",NA
"KX238184Procambarus econfinae cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1135518948","Procambarus econfinae","606","KC4207"
"KX238184Procambarus econfinae cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1135518948","Procambarus econfinae","606","KC4207"
"KX238185Procambarus enoplosternum cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1135518950","Procambarus enoplosternum","606","KC6552"
"KF944432Procambarus enoplosternum isolate GE32 cytochrome c oxidase subunit 1 (COI) gene, partial cds; mitochondrial","605096746","Procambarus enoplosternum","605","GE32|aquarium trade in Germany"
"KX238186Procambarus epicyrtus cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1135518952","Procambarus epicyrtus","606","KC6405"
"KX238187Procambarus erichsoni cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1135518954","Procambarus erichsoni","606","Pe102"
"KX238188Procambarus erythrops cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1135518956","Procambarus erythrops","606","KC4288"
"KX238189Procambarus escambiensis cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1135518958","Procambarus escambiensis","606","KC4177"
"KX238190Procambarus evermanni cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1135518960","Procambarus evermanni","606","KC4089"
"AY151523Cambarid sp. AB-2002 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial gene for mitochondrial product","28459437","Cambarid sp.","450","Cambarid sp. AB-2002"
"NC_020021Procambarus fallax mitochondrion, complete genome","435856487","Procambarus fallax","15253","Procambarus fallax f. virginalis"
"KC107813Procambarus fallax mitochondrion, complete genome","430728813","Procambarus fallax","15253","Procambarus fallax f. virginalis"
"JF438007Procambarus fallax isolate MAR cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","328496795","Procambarus fallax","658","MAR|Germany: Lake Moosweiher, Freiburg im Breisgau"
"HM358012Procambarus fallax voucher Pfx-HU001 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","313279811","Procambarus fallax","686","Pfx-HU001|aquarium culture Humboldt-University of Berlin"
"HM358011Procambarus fallax (Marmorkrebs) voucher MK-Sax001 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","313279809","Procambarus fallax","672","MK-Sax001|Germany: Saxony|This organism belongs to the parthenogenetic form of Procambarus fallax, or Procambarus fallax form virginalis sensu Martin, P. et al. (2010), also known as Marmorkrebs"
"HM358010Procambarus fallax (Marmorkrebs) voucher MK-HU001 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","313279807","Procambarus fallax","1536","MK-HU001|aquarium culture Humboldt-University of Berlin|This organism belongs to the parthenogenetic form of Procambarus fallax, or Procambarus fallax form virginalis sensu Martin, P. et al. (2010), also known as Marmorkrebs"
"HQ171459Procambarus fallax isolate Pfx-9 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","308212400","Procambarus fallax","676","Pfx-9"
"HQ171458Procambarus fallax isolate Pfx-8 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","308212398","Procambarus fallax","675","Pfx-8"
"HQ171457Procambarus fallax isolate Pfx-7 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","308212396","Procambarus fallax","676","Pfx-7"
"HQ171456Procambarus fallax isolate Pfx-6 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","308212394","Procambarus fallax","675","Pfx-6"
"HQ171455Procambarus fallax isolate Pfx-5 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","308212392","Procambarus fallax","676","Pfx-5"
"HQ171454Procambarus fallax isolate Pfx-12 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","308212390","Procambarus fallax","676","Pfx-12"
"HQ171453Procambarus fallax isolate Pfx-11 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","308212388","Procambarus fallax","678","Pfx-11"
"AY151524Procambarus fallax cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial gene for mitochondrial product","28459439","Procambarus fallax","466",NA
"KT074365Procambarus fallax mitochondrion, complete genome","946725874","Procambarus fallax","16030",NA
"KT074364Procambarus fallax mitochondrion, complete genome","946725860","Procambarus fallax","16044","The organism is identified as Procambarus fallax f. virginalis, aka. marbled crayfish or Marmorkrebs. Authors consider it to be a separate, asexual species, namely Procambarus virginalis, which is currently recognized a synonym of Procambarus fallax"
"KJ690261Procambarus fallax voucher UO<CZE>:134 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","670044093","Procambarus fallax","658","UO<CZE>:134|Procambarus fallax f. virginalis|Procambarus fallax f. virginalis|Italy"
"KF033123Procambarus fallax isolate Swed-01 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","534289305","Procambarus fallax","658","Swed-01|identical sequence found in strains Swed-04, Swed-05, Swed-06, Swed-07, Swed-08, Swed-09, Swed-10|Sweden: river Maerstaan, Stockholm"
"AY151523Cambarid sp. AB-2002 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial gene for mitochondrial product","28459437","Cambarid sp.","450","Cambarid sp. AB-2002"
"NC_020021Procambarus fallax mitochondrion, complete genome","435856487","Procambarus fallax","15253","Procambarus fallax f. virginalis"
"KC107813Procambarus fallax mitochondrion, complete genome","430728813","Procambarus fallax","15253","Procambarus fallax f. virginalis"
"JF438007Procambarus fallax isolate MAR cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","328496795","Procambarus fallax","658","MAR|Germany: Lake Moosweiher, Freiburg im Breisgau"
"HM358012Procambarus fallax voucher Pfx-HU001 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","313279811","Procambarus fallax","686","Pfx-HU001|aquarium culture Humboldt-University of Berlin"
"HM358011Procambarus fallax (Marmorkrebs) voucher MK-Sax001 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","313279809","Procambarus fallax","672","MK-Sax001|Germany: Saxony|This organism belongs to the parthenogenetic form of Procambarus fallax, or Procambarus fallax form virginalis sensu Martin, P. et al. (2010), also known as Marmorkrebs"
"HM358010Procambarus fallax (Marmorkrebs) voucher MK-HU001 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","313279807","Procambarus fallax","1536","MK-HU001|aquarium culture Humboldt-University of Berlin|This organism belongs to the parthenogenetic form of Procambarus fallax, or Procambarus fallax form virginalis sensu Martin, P. et al. (2010), also known as Marmorkrebs"
"HQ171459Procambarus fallax isolate Pfx-9 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","308212400","Procambarus fallax","676","Pfx-9"
"HQ171458Procambarus fallax isolate Pfx-8 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","308212398","Procambarus fallax","675","Pfx-8"
"HQ171457Procambarus fallax isolate Pfx-7 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","308212396","Procambarus fallax","676","Pfx-7"
"HQ171456Procambarus fallax isolate Pfx-6 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","308212394","Procambarus fallax","675","Pfx-6"
"HQ171455Procambarus fallax isolate Pfx-5 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","308212392","Procambarus fallax","676","Pfx-5"
"HQ171454Procambarus fallax isolate Pfx-12 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","308212390","Procambarus fallax","676","Pfx-12"
"HQ171453Procambarus fallax isolate Pfx-11 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","308212388","Procambarus fallax","678","Pfx-11"
"AY151524Procambarus fallax cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial gene for mitochondrial product","28459439","Procambarus fallax","466",NA
"KT074365Procambarus fallax mitochondrion, complete genome","946725874","Procambarus fallax","16030",NA
"KT074364Procambarus fallax mitochondrion, complete genome","946725860","Procambarus fallax","16044","The organism is identified as Procambarus fallax f. virginalis, aka. marbled crayfish or Marmorkrebs. Authors consider it to be a separate, asexual species, namely Procambarus virginalis, which is currently recognized a synonym of Procambarus fallax"
"KJ690261Procambarus fallax voucher UO<CZE>:134 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","670044093","Procambarus fallax","658","UO<CZE>:134|Procambarus fallax f. virginalis|Procambarus fallax f. virginalis|Italy"
"KF033123Procambarus fallax isolate Swed-01 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","534289305","Procambarus fallax","658","Swed-01|identical sequence found in strains Swed-04, Swed-05, Swed-06, Swed-07, Swed-08, Swed-09, Swed-10|Sweden: river Maerstaan, Stockholm"
"OQ379165Procambarus fitzpatricki voucher JF16475 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","2439962926","Procambarus fitzpatricki","658","JF16475|USA: MS, Pearl River Co., roadside ditch|30.97497 N 89.43166 W"
"KX238191Procambarus franzi cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1135518962","Procambarus franzi","600","KC7255"
"JX514457Procambarus geminus voucher KC5624 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","409052653","Procambarus geminus","592","KC5624"
"KX238192Procambarus geodytes cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1135518964","Procambarus geodytes","606","KC4623"
"KX238192Procambarus geodytes cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1135518964","Procambarus geodytes","606","KC4623"
"MW266818Procambarus gonopodocristatus voucher CPLC30_cox cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1933739135","Procambarus gonopodocristatus","491","CPLC30_cox"
"MW266818Procambarus gonopodocristatus voucher CPLC30_cox cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1933739135","Procambarus gonopodocristatus","491","CPLC30_cox"
"MW266818Procambarus gonopodocristatus voucher CPLC30_cox cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1933739135","Procambarus gonopodocristatus","491","CPLC30_cox"
"MW266818Procambarus gonopodocristatus voucher CPLC30_cox cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1933739135","Procambarus gonopodocristatus","491","CPLC30_cox"
"MW266810Procambarus hidalgoensis voucher CPLC5_cox cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1933739109","Procambarus hidalgoensis","265","CPLC5_cox"
"MW266810Procambarus hidalgoensis voucher CPLC5_cox cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1933739109","Procambarus hidalgoensis","265","CPLC5_cox"
"MW266810Procambarus hidalgoensis voucher CPLC5_cox cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1933739109","Procambarus hidalgoensis","265","CPLC5_cox"
"KX238193Procambarus hoffmanni cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1135518966","Procambarus hoffmanni","606","Ph104|Procambarus hoffmani"
"KX238193Procambarus hoffmanni cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1135518966","Procambarus hoffmanni","606","Ph104|Procambarus hoffmani"
"KX238194Procambarus horsti cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1135518968","Procambarus horsti","603","KC4697"
"KX238194Procambarus horsti cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1135518968","Procambarus horsti","603","KC4697"
